,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
16293,-121.23,57200.0,564.0,37.0,2351.0,1,549.0,1591.0,16.563,37.96
16294,-121.23,59200.0,473.0,44.0,2204.0,1,435.0,1277.0,15.539000000000001,37.96
16295,-121.23,89200.0,168.0,36.0,811.0,1,152.0,514.0,2.625,37.95
16296,-121.22,58400.0,337.0,37.0,1514.0,1,337.0,1121.0,2.401,37.97
16297,-121.22,56400.0,381.0,30.0,1737.0,1,347.0,1177.0,19.875,37.96
16298,-121.22,72100.0,314.0,31.0,1484.0,1,336.0,1163.0,2.625,37.96
16299,-121.25,66000.0,427.0,19.0,2109.0,1,426.0,1742.0,24.096999999999998,37.92
16300,-121.23,85700.0,129.0,28.0,590.0,1,99.0,315.0,18.958,37.92
16301,-121.36,225800.0,762.0,17.0,4535.0,1,743.0,1562.0,53.224,38.0
16302,-121.35,152400.0,730.0,22.0,3564.0,1,699.0,1539.0,3.675,38.0
16303,-121.35,123800.0,369.0,6.0,1649.0,1,350.0,732.0,34.231,38.0
16304,-121.37,242000.0,315.0,15.0,2430.0,1,314.0,1016.0,100.088,38.01
16305,-121.35,94400.0,599.0,15.0,2682.0,1,601.0,1520.0,35.982,38.01
16306,-121.36,173300.0,230.0,16.0,926.0,1,198.0,451.0,40.221,38.01
16307,-121.36,87100.0,667.0,16.0,2178.0,1,579.0,1192.0,23.339000000000002,38.01
16308,-121.36,166900.0,166.0,16.0,1080.0,1,182.0,507.0,45.278,38.01
16309,-121.34,175000.0,452.0,17.0,2033.0,1,446.0,1114.0,32.872,38.01
16310,-121.33,155100.0,234.0,27.0,1612.0,1,255.0,630.0,5.318,38.01
16311,-121.34,129200.0,687.0,32.0,3877.0,1,647.0,1642.0,40.444,38.0
16312,-121.33,98900.0,929.0,32.0,4474.0,1,884.0,2177.0,32.889,38.0
16313,-121.33,151900.0,207.0,36.0,1383.0,1,203.0,531.0,59.191,38.01
16314,-121.32,96400.0,395.0,20.0,1903.0,1,359.0,919.0,26.765,38.01
16315,-121.32,102800.0,74.0,36.0,391.0,1,79.0,171.0,27.045,38.01
16316,-121.32,101500.0,482.0,21.0,1795.0,1,472.0,1114.0,20.090999999999998,38.0
16317,-121.32,87500.0,521.0,22.0,2105.0,1,483.0,781.0,2.213,38.0
16318,-121.33,119600.0,772.0,14.0,3731.0,1,750.0,1679.0,31.369,38.0
16319,-121.33,175900.0,1079.0,15.0,4472.0,1,976.0,1837.0,2.5,37.99
16320,-121.34,194600.0,868.0,11.0,4487.0,1,780.0,2195.0,39.615,37.99
16321,-121.34,234700.0,498.0,14.0,3111.0,1,525.0,1178.0,6.556,37.99
16322,-121.31,110300.0,965.0,15.0,3103.0,1,861.0,3061.0,13.729000000000001,37.99
16323,-121.32,94600.0,589.0,20.0,1591.0,1,536.0,1916.0,13.530999999999999,37.98
16324,-121.33,176500.0,424.0,9.0,2370.0,1,386.0,1129.0,5.143,37.98
16325,-121.33,150000.0,397.0,10.0,1564.0,1,347.0,643.0,27.031,37.98
16326,-121.36,134900.0,380.0,8.0,1801.0,1,350.0,684.0,42.589,37.99
16327,-121.34,191700.0,428.0,8.0,2628.0,1,393.0,1158.0,53.001999999999995,37.98
16328,-121.33,136400.0,489.0,33.0,2854.0,1,452.0,1109.0,43.008,38.02
16329,-121.34,133800.0,689.0,30.0,4375.0,1,709.0,2038.0,51.202,38.02
16330,-121.33,162100.0,538.0,31.0,1466.0,1,254.0,608.0,31.826999999999998,38.02
16331,-121.33,119800.0,315.0,37.0,1964.0,1,335.0,915.0,43.008,38.02
16332,-121.34,130800.0,751.0,20.0,4213.0,1,714.0,2071.0,44.063,38.03
16333,-121.33,130600.0,291.0,19.0,1708.0,1,288.0,906.0,4.918,38.03
16334,-121.36,162100.0,359.0,4.0,2477.0,1,377.0,1234.0,55.427,38.04
16335,-121.35,159100.0,613.0,5.0,4303.0,1,621.0,2206.0,55.842,38.04
16336,-121.35,146000.0,1019.0,12.0,6217.0,1,961.0,3771.0,37.205999999999996,38.04
16337,-121.36,148200.0,370.0,9.0,2167.0,1,351.0,1290.0,50.285,38.04
16338,-121.34,244700.0,92.0,16.0,667.0,1,90.0,267.0,56.147,38.05
16339,-121.34,146400.0,565.0,16.0,3295.0,1,576.0,2279.0,36.083,38.04
16340,-121.33,142700.0,280.0,15.0,1933.0,1,260.0,965.0,46.477,38.04
16341,-121.33,126700.0,140.0,10.0,629.0,1,146.0,635.0,22.961,38.03
16342,-121.32,143100.0,623.0,16.0,4045.0,1,625.0,1862.0,4.875,38.03
16343,-121.33,145600.0,440.0,15.0,2903.0,1,423.0,1325.0,45.178999999999995,38.04
16344,-121.33,153900.0,204.0,10.0,1421.0,1,209.0,657.0,51.878,38.04
16345,-121.35,155700.0,255.0,8.0,1904.0,1,242.0,895.0,57.201,38.03
16346,-121.34,133500.0,433.0,12.0,2707.0,1,380.0,1200.0,49.861000000000004,38.03
16347,-121.35,132300.0,311.0,16.0,1665.0,1,259.0,1301.0,28.403000000000002,38.02
16348,-121.35,131300.0,515.0,16.0,3158.0,1,528.0,1596.0,41.739,38.03
16349,-121.36,138800.0,438.0,14.0,2356.0,1,481.0,1378.0,37.375,38.03
16350,-121.35,140700.0,644.0,15.0,3583.0,1,643.0,2183.0,3.428,38.02
16351,-121.36,206100.0,543.0,5.0,2229.0,1,474.0,1010.0,41.718999999999994,38.02
16352,-121.36,78700.0,859.0,7.0,3461.0,1,741.0,1518.0,35.684,38.03
16353,-121.32,92800.0,44.0,30.0,249.0,1,45.0,167.0,4.5,38.04
16354,-121.31,105300.0,568.0,24.0,3050.0,1,549.0,1743.0,37.413000000000004,38.03
16355,-121.32,98400.0,513.0,25.0,2474.0,1,524.0,1947.0,25.741999999999997,38.03
16356,-121.32,99100.0,533.0,26.0,2851.0,1,499.0,1544.0,35.379,38.02
16357,-121.31,110000.0,1008.0,18.0,4893.0,1,997.0,3036.0,25.212,38.03
16358,-121.29,112300.0,1074.0,12.0,4038.0,1,942.0,3440.0,19.698,38.0
16359,-121.31,105300.0,707.0,23.0,3135.0,1,680.0,1650.0,1.886,37.99
16360,-121.3,100000.0,1106.0,23.0,3706.0,1,1019.0,3785.0,17.774,38.0
16361,-121.3,100000.0,449.0,29.0,2289.0,1,435.0,1215.0,32.788000000000004,38.01
16362,-121.3,116200.0,580.0,27.0,2918.0,1,544.0,1338.0,26.495,38.0
16363,-121.31,108400.0,351.0,35.0,2097.0,1,358.0,977.0,43.958,38.0
16364,-121.31,131900.0,158.0,19.0,908.0,1,154.0,306.0,39.792,38.0
16365,-121.31,92100.0,951.0,24.0,4157.0,1,879.0,2734.0,27.980999999999998,38.02
16366,-121.3,95500.0,485.0,30.0,2547.0,1,501.0,1547.0,3.9939999999999998,38.01
16367,-121.32,104800.0,689.0,23.0,3251.0,1,668.0,1890.0,30.729,38.02
16368,-121.31,101600.0,514.0,22.0,2101.0,1,511.0,1304.0,28.348000000000003,38.01
16369,-121.31,90500.0,680.0,22.0,2575.0,1,645.0,1367.0,14.274000000000001,38.01
16370,-121.3,117600.0,447.0,8.0,2668.0,1,444.0,1713.0,40.156,38.04
16371,-121.3,102800.0,200.0,13.0,1014.0,1,197.0,712.0,31.471,38.03
16372,-121.3,107700.0,248.0,10.0,1409.0,1,222.0,782.0,40.227,38.03
16373,-121.29,97300.0,441.0,16.0,2128.0,1,459.0,1860.0,31.779,38.04
16374,-121.29,91100.0,881.0,16.0,4356.0,1,818.0,1629.0,22.671999999999997,38.03
16375,-121.28,94100.0,729.0,11.0,3585.0,1,715.0,2769.0,30.906999999999996,38.03
16376,-121.29,111300.0,441.0,7.0,2021.0,1,406.0,1615.0,25.842,38.03
16377,-121.28,107400.0,150.0,11.0,826.0,1,166.0,684.0,39.265,38.03
16378,-121.29,99000.0,426.0,12.0,2006.0,1,396.0,1849.0,25.436999999999998,38.02
16379,-121.3,106300.0,621.0,16.0,2717.0,1,643.0,3343.0,25.473000000000003,38.02
16380,-121.3,95000.0,654.0,11.0,2866.0,1,525.0,1404.0,2.505,38.03
16381,-121.3,87500.0,384.0,4.0,1515.0,1,348.0,491.0,28.523000000000003,38.02
16382,-121.29,124500.0,322.0,4.0,1392.0,1,309.0,1784.0,2.375,38.0
16383,-121.29,137900.0,1116.0,2.0,6403.0,1,957.0,3327.0,44.871,38.01
16384,-121.28,95900.0,392.0,8.0,1868.0,1,389.0,1258.0,3.175,38.02
16385,-121.29,120800.0,16.0,10.0,69.0,1,20.0,50.0,3.75,38.01
16386,-121.27,82800.0,75.0,26.0,378.0,1,65.0,164.0,34.107,38.05
16387,-121.27,155000.0,58.0,32.0,342.0,1,52.0,138.0,29.820999999999998,38.02
16388,-121.3,112500.0,26.0,52.0,122.0,1,25.0,62.0,1.15,38.05
16389,-121.25,106800.0,362.0,25.0,1967.0,1,361.0,1035.0,35.735,38.05
16390,-121.25,201800.0,473.0,26.0,3080.0,1,465.0,1257.0,49.861000000000004,38.04
16391,-121.25,112500.0,501.0,16.0,2397.0,1,557.0,1053.0,26.994,38.01
16392,-121.23,247900.0,262.0,32.0,1829.0,1,243.0,677.0,61.805,38.04
16393,-121.22,212500.0,50.0,42.0,343.0,1,49.0,116.0,55.376000000000005,38.04
16394,-121.25,220700.0,327.0,29.0,2465.0,1,315.0,859.0,66.605,38.03
16395,-121.22,162100.0,300.0,35.0,1841.0,1,285.0,783.0,28.166999999999998,38.0
16396,-121.24,125000.0,299.0,22.0,1526.0,1,300.0,790.0,24.342,38.01
16397,-121.25,135000.0,73.0,21.0,446.0,1,57.0,182.0,28.958000000000002,38.0
16398,-121.26,87500.0,102.0,27.0,429.0,1,90.0,179.0,23.333000000000002,37.99
16399,-121.24,126800.0,300.0,25.0,1471.0,1,304.0,721.0,24.688000000000002,38.0
16400,-121.23,153100.0,80.0,38.0,523.0,1,72.0,226.0,55.693000000000005,37.99
16401,-121.23,181300.0,137.0,27.0,849.0,1,131.0,373.0,50.361999999999995,37.98
16402,-121.2,157700.0,83.0,39.0,440.0,1,97.0,270.0,60.582,37.97
16403,-121.19,177100.0,117.0,35.0,703.0,1,107.0,290.0,3.225,38.04
16404,-121.16,156300.0,50.0,28.0,253.0,1,51.0,201.0,14.732000000000001,38.03
16405,-121.2,125000.0,108.0,44.0,608.0,1,83.0,287.0,33.882,38.02
16406,-121.18,130900.0,559.0,31.0,2450.0,1,478.0,1459.0,24.674,37.99
16407,-121.17,130400.0,248.0,28.0,1374.0,1,229.0,769.0,36.389,37.97
16408,-121.23,59000.0,472.0,32.0,2081.0,1,411.0,1342.0,27.958000000000002,37.95
16409,-121.19,99700.0,363.0,27.0,1621.0,1,345.0,909.0,21.513,37.93
16410,-121.23,150000.0,78.0,20.0,268.0,1,49.0,77.0,1.125,37.94
16411,-121.22,121400.0,68.0,21.0,336.0,1,73.0,206.0,4.75,37.93
16412,-121.22,76900.0,211.0,30.0,1055.0,1,170.0,629.0,28.676,37.95
16413,-121.18,146900.0,74.0,35.0,411.0,1,59.0,193.0,25.625,37.96
16414,-121.24,137500.0,10.0,16.0,50.0,1,6.0,20.0,2.625,37.9
16415,-121.26,158300.0,93.0,42.0,465.0,1,93.0,256.0,31.719,37.88
16416,-121.28,55700.0,71.0,28.0,371.0,1,70.0,171.0,0.9614,37.9
16417,-121.27,83600.0,249.0,43.0,968.0,1,240.0,664.0,16.458,37.88
16418,-121.27,104000.0,206.0,34.0,1010.0,1,234.0,678.0,29.531,37.87
16419,-121.31,125000.0,44.0,38.0,226.0,1,38.0,125.0,2.9,37.9
16420,-121.29,162500.0,27.0,26.0,161.0,1,30.0,1542.0,57.485,37.89
16421,-121.29,103100.0,108.0,29.0,488.0,1,115.0,308.0,26.563000000000002,37.87
16422,-121.23,162500.0,24.0,49.0,98.0,1,26.0,59.0,3.65,37.87
16423,-121.49,162500.0,394.0,31.0,1860.0,1,293.0,1848.0,22.891,37.94
16424,-121.38,156300.0,226.0,44.0,1158.0,1,224.0,1094.0,26.842,37.88
16425,-121.47,123500.0,715.0,13.0,3192.0,1,626.0,1768.0,22.619,38.13
16426,-121.42,96300.0,313.0,35.0,1507.0,1,283.0,868.0,20.284000000000002,38.22
16427,-121.36,185700.0,334.0,42.0,2051.0,1,318.0,878.0,43.553000000000004,38.15
16428,-121.32,240800.0,398.0,14.0,2049.0,1,369.0,1071.0,3.5,38.16
16429,-121.32,186900.0,501.0,5.0,3136.0,1,467.0,1327.0,55.942,38.13
16430,-121.35,147200.0,292.0,32.0,1706.0,1,284.0,923.0,55.056999999999995,38.09
16431,-121.32,130100.0,994.0,5.0,5428.0,1,902.0,2725.0,39.323,38.15
16432,-121.23,178100.0,58.0,22.0,393.0,1,57.0,134.0,3.95,38.12
16433,-121.23,202800.0,81.0,48.0,561.0,1,69.0,240.0,36.312,38.11
16434,-121.23,230000.0,91.0,23.0,633.0,1,83.0,236.0,64.562,38.09
16435,-121.26,155000.0,186.0,35.0,930.0,1,201.0,525.0,20.625,38.09
16436,-121.3,175000.0,53.0,31.0,335.0,1,55.0,154.0,20.694000000000003,38.09
16437,-121.29,204500.0,207.0,21.0,1185.0,1,213.0,533.0,31.916999999999998,38.07
16438,-121.25,152800.0,422.0,28.0,2103.0,1,391.0,1167.0,30.592,38.07
16439,-121.29,127400.0,132.0,27.0,836.0,1,133.0,303.0,3.875,38.14
16440,-121.3,120700.0,696.0,17.0,3507.0,1,709.0,1867.0,32.123000000000005,38.14
16441,-121.29,101800.0,544.0,34.0,2770.0,1,535.0,1409.0,32.338,38.14
16442,-121.29,110800.0,337.0,34.0,1500.0,1,282.0,674.0,2.515,38.14
16443,-121.29,113500.0,212.0,31.0,1008.0,1,195.0,453.0,23.916999999999998,38.13
16444,-121.3,116700.0,192.0,27.0,1004.0,1,192.0,470.0,28.941999999999997,38.13
16445,-121.3,131800.0,504.0,23.0,2864.0,1,499.0,1298.0,32.303000000000004,38.13
16446,-121.29,175300.0,633.0,23.0,4183.0,1,628.0,1886.0,48.787,38.15
16447,-121.28,99500.0,623.0,37.0,3278.0,1,575.0,1431.0,33.986999999999995,38.14
16448,-121.27,86900.0,894.0,33.0,3557.0,1,894.0,2659.0,22.883000000000003,38.14
16449,-121.27,137500.0,257.0,40.0,929.0,1,229.0,576.0,2.125,38.14
16450,-121.28,128800.0,500.0,38.0,2803.0,1,509.0,1223.0,4.119,38.14
16451,-121.28,143200.0,333.0,48.0,1892.0,1,352.0,804.0,40.625,38.13
16452,-121.27,114100.0,257.0,52.0,1081.0,1,225.0,437.0,21.979,38.13
16453,-121.27,98200.0,509.0,40.0,2402.0,1,486.0,1197.0,21.771,38.13
16454,-121.28,125400.0,676.0,32.0,3366.0,1,697.0,1916.0,25.401,38.13
16455,-121.28,110700.0,640.0,34.0,3268.0,1,628.0,1906.0,28.237,38.12
16456,-121.27,108000.0,482.0,44.0,2356.0,1,443.0,1043.0,24.949,38.12
16457,-121.29,154800.0,514.0,20.0,3168.0,1,490.0,1390.0,5.0,38.13
16458,-121.3,153700.0,360.0,26.0,2256.0,1,372.0,937.0,50.528,38.13
16459,-121.29,132500.0,275.0,18.0,1534.0,1,263.0,741.0,39.607,38.12
16460,-121.3,229300.0,252.0,11.0,1792.0,1,263.0,767.0,76.889,38.12
16461,-121.3,171700.0,1190.0,5.0,5979.0,1,1084.0,2679.0,4.196000000000001,38.11
16462,-121.27,103000.0,794.0,11.0,3163.0,1,762.0,2106.0,24.482,38.11
16463,-121.28,136800.0,588.0,10.0,2974.0,1,568.0,1559.0,38.825,38.11
16464,-121.27,120100.0,384.0,15.0,2039.0,1,375.0,1178.0,38.672,38.11
16465,-121.28,133100.0,586.0,13.0,2432.0,1,606.0,1441.0,25.555999999999997,38.1
16466,-121.29,163300.0,297.0,14.0,1551.0,1,281.0,785.0,3.775,38.1
16467,-121.27,70700.0,634.0,39.0,2614.0,1,654.0,1862.0,19.238,38.13
16468,-121.27,87800.0,504.0,37.0,2232.0,1,471.0,1455.0,25.587,38.12
16469,-121.26,68800.0,411.0,38.0,1419.0,1,397.0,1226.0,22.188000000000002,38.13
16470,-121.26,73800.0,459.0,27.0,1818.0,1,428.0,1182.0,18.575,38.12
16471,-121.25,91100.0,270.0,25.0,1305.0,1,235.0,789.0,32.993,38.13
16472,-121.26,150900.0,366.0,4.0,2058.0,1,316.0,933.0,42.448,38.11
16473,-121.26,115100.0,642.0,8.0,2770.0,1,633.0,1611.0,31.284000000000002,38.11
16474,-121.25,133300.0,242.0,16.0,1174.0,1,261.0,464.0,2.3,38.14
16475,-121.26,116800.0,665.0,10.0,3371.0,1,654.0,1823.0,35.333,38.14
16476,-121.27,82900.0,685.0,35.0,2607.0,1,618.0,2016.0,1.75,38.13
16477,-121.26,83100.0,675.0,25.0,2549.0,1,648.0,2053.0,20.875,38.13
16478,-121.24,113000.0,487.0,28.0,2593.0,1,457.0,1365.0,33.929,38.22
16479,-121.22,151200.0,776.0,24.0,4411.0,1,732.0,2038.0,3.475,38.16
16480,-121.28,244200.0,236.0,19.0,1337.0,1,225.0,744.0,40.924,38.17
16481,-121.32,146700.0,467.0,27.0,2643.0,1,444.0,1455.0,36.398,38.21
16482,-121.16,122500.0,366.0,31.0,1953.0,1,316.0,999.0,24.906,38.16
16483,-121.14,113900.0,497.0,14.0,2591.0,1,479.0,1371.0,35.774,38.16
16484,-121.06,200000.0,102.0,13.0,651.0,1,104.0,301.0,36.528,38.25
16485,-121.15,174200.0,700.0,18.0,4176.0,1,699.0,2164.0,40.365,38.21
16486,-121.05,166300.0,561.0,19.0,3326.0,1,511.0,1544.0,29.875,38.14
16487,-121.09,105000.0,140.0,23.0,762.0,1,141.0,358.0,24.545,38.19
16488,-121.19,165200.0,435.0,27.0,2400.0,1,444.0,1085.0,37.687,38.13
16489,-121.18,161100.0,377.0,21.0,2333.0,1,332.0,1073.0,48.125,38.07
16490,-120.97,176900.0,288.0,27.0,1683.0,1,258.0,873.0,47.068999999999996,38.0
16491,-121.05,156500.0,480.0,17.0,2474.0,1,453.0,1649.0,3.275,37.93
16492,-121.11,187500.0,188.0,32.0,1083.0,1,178.0,471.0,29.241,38.04
16493,-121.09,152200.0,342.0,21.0,2064.0,1,359.0,1021.0,4.5169999999999995,38.03
16494,-121.12,158900.0,159.0,36.0,683.0,1,141.0,505.0,34.265,38.0
16495,-120.99,113400.0,513.0,32.0,2564.0,1,459.0,1198.0,29.083000000000002,37.8
16496,-121.0,141300.0,744.0,13.0,4030.0,1,766.0,2248.0,36.107,37.8
16497,-120.98,110900.0,491.0,20.0,2458.0,1,481.0,1227.0,27.857,37.79
16498,-120.97,141900.0,430.0,28.0,2368.0,1,403.0,1231.0,2.883,37.84
16499,-120.96,157600.0,416.0,32.0,2262.0,1,404.0,1156.0,38.534,37.77
16500,-121.04,200000.0,528.0,32.0,2916.0,1,473.0,1466.0,25.643,37.78
16501,-121.06,169400.0,328.0,24.0,1713.0,1,324.0,1258.0,2.6830000000000003,37.86
16502,-121.13,97100.0,144.0,31.0,677.0,1,159.0,523.0,24.598000000000003,37.74
16503,-121.13,90900.0,104.0,28.0,409.0,1,98.0,244.0,34.643,37.74
16504,-121.12,102200.0,227.0,35.0,1107.0,1,210.0,573.0,23.924,37.73
16505,-121.13,134600.0,475.0,21.0,2376.0,1,441.0,1175.0,36.016,37.74
16506,-121.13,125900.0,220.0,40.0,1126.0,1,235.0,667.0,33.158,37.73
16507,-121.11,182700.0,599.0,11.0,3886.0,1,529.0,1605.0,44.213,37.74
16508,-121.1,149000.0,331.0,35.0,1853.0,1,340.0,958.0,33.578,37.8
16509,-121.11,192100.0,411.0,22.0,2606.0,1,397.0,1252.0,41.833,37.76
16510,-121.16,139000.0,941.0,7.0,4956.0,1,915.0,3006.0,34.426,37.73
16511,-121.25,182400.0,417.0,22.0,2430.0,1,391.0,1292.0,34.009,37.76
16512,-121.22,165600.0,387.0,34.0,2123.0,1,368.0,1310.0,26.368000000000002,37.72
16513,-121.22,126100.0,542.0,17.0,2879.0,1,530.0,1802.0,36.378,37.81
16514,-121.22,94400.0,576.0,28.0,2608.0,1,554.0,1719.0,21.186,37.8
16515,-121.22,91900.0,222.0,37.0,1038.0,1,211.0,521.0,2.125,37.8
16516,-121.21,124300.0,498.0,18.0,2404.0,1,506.0,1531.0,2.995,37.81
16517,-121.21,94200.0,186.0,31.0,699.0,1,170.0,460.0,27.443,37.8
16518,-121.21,120800.0,72.0,44.0,300.0,1,73.0,160.0,21.785999999999998,37.8
16519,-121.21,101800.0,84.0,45.0,370.0,1,70.0,167.0,14.853,37.8
16520,-121.21,96900.0,185.0,33.0,811.0,1,198.0,446.0,16.724,37.79
16521,-121.21,99200.0,429.0,33.0,1862.0,1,389.0,971.0,26.053,37.8
16522,-121.21,172100.0,298.0,8.0,1883.0,1,301.0,999.0,5.193,37.81
16523,-121.2,135300.0,576.0,28.0,3264.0,1,567.0,1512.0,37.546,37.8
16524,-121.2,130800.0,344.0,24.0,1698.0,1,313.0,927.0,35.625,37.8
16525,-121.2,101500.0,160.0,36.0,866.0,1,149.0,502.0,24.798000000000002,37.79
16526,-121.2,101800.0,61.0,37.0,311.0,1,54.0,171.0,40.972,37.8
16527,-121.21,163900.0,640.0,12.0,3667.0,1,652.0,2173.0,50.369,37.81
16528,-121.17,111800.0,256.0,22.0,1283.0,1,239.0,3082.0,35.365,37.88
16529,-121.17,197600.0,406.0,35.0,2506.0,1,398.0,1316.0,38.472,37.82
16530,-121.2,161400.0,580.0,18.0,3415.0,1,562.0,1912.0,44.423,37.83
16531,-121.2,212500.0,74.0,26.0,395.0,1,72.0,193.0,73.718,37.81
16532,-121.19,175000.0,857.0,8.0,4019.0,1,782.0,1959.0,27.320999999999998,37.81
16533,-121.18,112500.0,286.0,16.0,1326.0,1,297.0,509.0,19.464000000000002,37.79
16534,-121.2,106300.0,29.0,4.0,58.0,1,29.0,79.0,3.375,37.78
16535,-121.23,158300.0,49.0,20.0,273.0,1,49.0,149.0,48.229,37.78
16536,-121.24,195000.0,867.0,7.0,5151.0,1,805.0,2553.0,4.075,37.79
16537,-121.27,173900.0,390.0,16.0,1853.0,1,362.0,1013.0,27.083000000000002,37.79
16538,-121.22,74100.0,89.0,13.0,335.0,1,77.0,247.0,16.111,37.8
16539,-121.22,105000.0,221.0,36.0,1052.0,1,212.0,712.0,17.227999999999998,37.79
16540,-121.22,101900.0,451.0,38.0,2152.0,1,457.0,1320.0,25.025,37.79
16541,-121.23,117900.0,373.0,21.0,1922.0,1,372.0,1130.0,40.815,37.79
16542,-121.22,169400.0,477.0,5.0,3107.0,1,443.0,1549.0,44.766000000000005,37.79
16543,-121.23,116800.0,424.0,23.0,1985.0,1,389.0,1198.0,27.734,37.79
16544,-121.23,130800.0,665.0,11.0,2451.0,1,533.0,1155.0,22.254,37.8
16545,-121.24,161000.0,800.0,6.0,3883.0,1,787.0,2319.0,35.595,37.81
16546,-121.23,137100.0,537.0,15.0,2906.0,1,557.0,1886.0,42.431000000000004,37.81
16547,-121.22,121500.0,352.0,20.0,1811.0,1,327.0,1191.0,40.125,37.81
16548,-121.22,141500.0,949.0,13.0,4452.0,1,937.0,2740.0,31.964000000000002,37.82
16549,-121.23,149300.0,342.0,16.0,2085.0,1,345.0,1236.0,55.591,37.81
16550,-121.23,138500.0,235.0,8.0,1289.0,1,239.0,867.0,46.821000000000005,37.82
16551,-121.23,155300.0,325.0,14.0,1847.0,1,309.0,1030.0,49.271,37.82
16552,-121.23,155700.0,241.0,28.0,1347.0,1,225.0,713.0,40.208,37.84
16553,-121.24,157900.0,959.0,9.0,6169.0,1,945.0,3378.0,51.047,37.82
16554,-121.3,120000.0,206.0,35.0,1034.0,1,192.0,604.0,22.391,37.85
16555,-121.31,179200.0,53.0,36.0,284.0,1,47.0,130.0,31.429000000000002,37.81
16556,-121.29,475000.0,26.0,6.0,110.0,1,24.0,69.0,37.292,37.8
16557,-121.27,127500.0,238.0,26.0,1170.0,1,216.0,830.0,26.458000000000002,37.82
16558,-121.28,86300.0,151.0,32.0,696.0,1,144.0,443.0,25.156,37.83
16559,-121.28,119400.0,1774.0,10.0,9205.0,1,1673.0,5935.0,3.65,37.82
16560,-121.37,222800.0,474.0,19.0,2610.0,1,452.0,1290.0,41.298,37.77
16561,-121.4,322400.0,477.0,20.0,2706.0,1,474.0,1236.0,4.15,37.74
16562,-121.43,163500.0,174.0,24.0,807.0,1,166.0,585.0,26.180999999999997,37.78
16563,-121.48,274200.0,373.0,19.0,2364.0,1,390.0,1264.0,50.176,37.77
16564,-121.52,327300.0,272.0,18.0,1544.0,1,286.0,825.0,43.229,37.75
16565,-121.46,222900.0,373.0,20.0,2039.0,1,330.0,862.0,51.629,37.73
16566,-121.45,240200.0,321.0,2.0,2239.0,1,219.0,766.0,5.75,37.72
16567,-121.44,215100.0,196.0,5.0,1365.0,1,156.0,591.0,60.388999999999996,37.7
16568,-121.42,170700.0,1433.0,7.0,8297.0,1,1271.0,4189.0,43.696000000000005,37.71
16569,-121.42,162100.0,1051.0,18.0,5501.0,1,1009.0,2964.0,41.855,37.76
16570,-121.42,121400.0,368.0,33.0,1999.0,1,390.0,1061.0,35.242,37.75
16571,-121.42,133500.0,144.0,45.0,818.0,1,138.0,340.0,48.021,37.74
16572,-121.42,152500.0,147.0,38.0,773.0,1,134.0,320.0,2.825,37.74
16573,-121.42,153200.0,132.0,35.0,796.0,1,152.0,313.0,3.15,37.74
16574,-121.42,128700.0,266.0,33.0,1329.0,1,233.0,683.0,43.687,37.75
16575,-121.43,132000.0,268.0,34.0,1280.0,1,294.0,754.0,31.333000000000002,37.75
16576,-121.43,127300.0,325.0,41.0,1717.0,1,303.0,855.0,2.75,37.75
16577,-121.43,117600.0,278.0,42.0,1207.0,1,279.0,699.0,33.611,37.75
16578,-121.43,119800.0,170.0,52.0,876.0,1,179.0,426.0,30.865,37.74
16579,-121.43,110400.0,196.0,40.0,859.0,1,176.0,427.0,35.789,37.74
16580,-121.43,125000.0,451.0,30.0,1912.0,1,388.0,1065.0,21.424,37.75
16581,-121.43,147600.0,508.0,7.0,2125.0,1,464.0,1358.0,36.312,37.76
16582,-121.44,194800.0,1285.0,5.0,7264.0,1,1146.0,3670.0,50.443000000000005,37.76
16583,-121.45,164800.0,677.0,15.0,3846.0,1,635.0,2360.0,46.173,37.75
16584,-121.44,141700.0,363.0,33.0,1875.0,1,381.0,970.0,35.096,37.74
16585,-121.44,151300.0,159.0,29.0,918.0,1,166.0,417.0,42.768,37.75
16586,-121.44,170600.0,458.0,16.0,2229.0,1,445.0,1199.0,34.821,37.75
16587,-121.42,103100.0,367.0,19.0,1393.0,1,355.0,915.0,11.957,37.74
16588,-121.43,108300.0,247.0,52.0,966.0,1,228.0,589.0,16.937,37.74
16589,-121.43,111500.0,258.0,52.0,994.0,1,264.0,623.0,1.725,37.74
16590,-121.44,112500.0,116.0,25.0,456.0,1,106.0,370.0,31.319000000000003,37.74
16591,-121.44,208100.0,1314.0,7.0,8363.0,1,1068.0,3907.0,53.321000000000005,37.73
16592,-121.43,134700.0,391.0,40.0,1718.0,1,388.0,1312.0,29.955,37.73
16593,-121.42,196700.0,393.0,2.0,2682.0,1,271.0,883.0,59.934,37.73
16594,-121.29,63000.0,404.0,22.0,1630.0,1,358.0,4402.0,19.792,37.72
16595,-121.32,250000.0,271.0,21.0,1494.0,1,255.0,781.0,43.015,37.67
16596,-121.47,294000.0,292.0,14.0,1594.0,1,287.0,887.0,46.625,37.58
16597,-120.9,248700.0,909.0,14.0,5020.0,0,796.0,2105.0,38.158,35.69
16598,-120.93,154300.0,1698.0,11.0,8997.0,0,756.0,1825.0,3.23,35.76
16599,-120.7,90600.0,425.0,15.0,1914.0,0,421.0,1130.0,22.165,35.76
