"X","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","dbscan","kmeans","som"
15182,-117.08,264100,347,10,2577,0,365,1193,6.53,33.04,3,5,1
15183,-117.15,450400,2279,4,15029,4,1696,5613,72.731,33.02,0,4,3
15184,-117.1,85800,861,17,3167,0,828,2098,24.459,32.97,3,5,2
15185,-117.1,167600,770,7,3619,0,482,1134,41.279,32.96,3,5,1
15186,-117.05,278600,1293,6,7916,0,1204,2741,56.436,33.05,0,2,2
15187,-117.05,4e+05,254,12,1840,0,234,580,67.769,33.04,3,3,1
15188,-117.05,222200,1051,14,5180,0,991,1639,4.5,33.03,3,2,2
15189,-117.05,144600,20,16,87,0,21,32,43.571,33.03,3,5,1
15190,-117.06,261500,389,17,2635,0,359,994,58.966,33.02,3,5,1
15191,-117.05,260100,121,18,917,0,131,388,63.517,33.02,3,5,1
15192,-117.01,362300,567,13,4595,0,544,1643,77.684,33.04,3,3,1
15193,-117.04,296200,435,16,2852,0,448,1083,63.761,33.03,3,3,1
15194,-117.01,378300,430,8,3372,0,448,1536,84.284,32.99,3,3,1
15195,-116.99,500001,185,11,1412,0,166,529,77.517,33.01,3,3,1
15196,-117.09,255700,316,9,2012,0,289,802,65.706,32.91,3,5,1
15197,-117.09,282200,266,16,2005,0,270,827,70.546,32.91,3,3,1
15198,-117.09,255100,290,16,1989,0,291,814,62.715,32.9,3,5,1
15199,-117.1,184300,445,16,2994,0,437,1047,5.149,32.9,3,5,1
15200,-117.11,161500,388,16,2043,0,352,705,44.766,32.9,3,5,1
15201,-117.11,310600,235,15,1840,0,241,855,75.992,32.91,3,3,1
15202,-117.08,248400,228,16,1653,0,224,690,65.853,32.91,3,5,1
15203,-117.08,308300,2490,5,14944,0,2407,6600,60.857,32.93,0,4,3
15204,-117.08,327900,218,9,1547,0,231,683,75.604,32.91,3,3,1
15205,-117.07,294100,977,5,5870,0,842,1917,51.998,33.01,3,2,2
15206,-117.06,209200,417,9,2470,0,427,904,44.219,33.01,3,5,1
15207,-117.07,281600,1258,4,6242,0,1116,2211,4.25,33,0,2,2
15208,-117.07,241500,1866,4,9153,0,1698,3775,4.955,33,0,2,2
15209,-117.08,238700,931,5,5659,0,902,2565,61.949,33.01,3,2,2
15210,-117.09,201400,327,16,2175,0,326,1037,51.909,32.99,3,5,1
15211,-117.09,216800,588,18,3215,0,509,1618,46.028,32.99,3,5,1
15212,-117.09,268800,273,23,1125,0,308,687,23.182,32.98,3,5,1
15213,-117.12,156300,559,16,3050,0,512,1444,52.463,32.96,3,5,1
15214,-117.11,263600,242,9,1531,0,240,850,60.862,32.97,3,5,1
15215,-117.1,261100,2613,5,15502,0,2358,7417,59.094,33,0,4,3
15216,-117.11,231800,824,11,4694,0,783,2223,49.485,32.95,3,2,2
15217,-117.12,218100,536,8,3670,0,592,1723,63.542,32.95,3,5,1
15218,-117.12,238300,405,15,2869,0,402,1526,60.175,32.96,3,5,1
15219,-117.12,263700,1572,4,9018,0,1498,4438,4.988,32.95,0,2,2
15220,-117.08,246500,3336,3,17466,0,2895,7644,54.584,32.97,0,4,3
15221,-117.06,192300,877,17,4754,0,832,2412,43.548,32.97,3,2,2
15222,-117.25,296200,1448,6,9859,4,1401,4194,6.439,33.06,0,2,2
15223,-117.25,213400,476,16,2794,4,442,1387,43.286,33.05,1,5,1
15224,-117.26,240900,373,14,2323,4,372,1057,62.513,33.05,1,3,1
15225,-117.26,319800,352,11,2660,4,366,1226,76.832,33.06,1,3,1
15226,-117.24,169200,555,15,3029,4,546,1559,53.129,33.05,1,5,1
15227,-117.24,344200,882,11,5827,4,842,2588,64.027,33.05,0,2,1
15228,-117.2,411300,1617,5,10394,4,1553,4496,59.289,33.07,0,2,3
15229,-117.16,404500,279,16,1988,4,252,770,58.661,33.06,1,3,1
15230,-117.21,500001,433,20,3370,4,408,1020,110.911,33.03,0,3,1
15231,-117.18,500001,453,15,3540,4,425,1364,136.623,33.02,0,3,1
15232,-117.21,500001,454,26,3194,4,406,1032,10.156,33.02,0,3,1
15233,-117.23,500001,511,18,3961,4,470,1541,111.118,33.01,0,3,1
15234,-117.26,500001,495,25,2582,4,471,1088,64.651,32.97,1,3,1
15235,-117.26,500001,264,36,1721,4,282,710,101.768,32.96,0,3,1
15236,-117.26,500001,273,34,1651,4,271,650,56.582,32.95,1,3,1
15237,-117.26,500001,1227,22,5484,4,1012,1947,44.375,32.95,0,2,1
15238,-117.3,500001,205,30,1226,4,151,380,42.875,32.96,1,3,1
15239,-117.25,396000,520,16,3892,4,524,1454,77.317,33.01,1,3,1
15240,-117.24,369100,356,16,2512,4,353,795,75.975,33,1,3,1
15241,-117.23,500001,326,17,2718,4,319,1011,150.001,32.99,0,3,1
15242,-117.25,439900,749,10,4926,4,634,1478,7.472,32.99,0,2,1
15243,-117.25,485300,458,14,2518,4,414,931,58.393,33,1,3,1
15244,-117.26,393500,491,31,2695,4,451,1059,47.841,33,1,3,1
15245,-117.27,387800,454,36,2426,4,420,1085,51.523,33,1,3,1
15246,-117.31,492500,310,30,1631,4,297,665,68.443,33,1,3,1
15247,-117.26,231300,512,16,2127,4,499,1532,27.348,32.99,1,5,1
15248,-117.27,382100,578,21,3318,4,538,1273,55.922,32.99,1,3,1
15249,-117.26,226900,977,12,3900,4,892,1690,4.125,32.98,1,2,1
15250,-117.31,244700,648,17,2789,4,345,849,41.012,32.98,1,5,1
15251,-117.27,230700,392,17,1853,4,208,351,52.742,32.98,1,5,1
15252,-117.32,394400,712,29,3584,4,667,1619,4.125,33.01,0,5,1
15253,-117.28,347700,585,21,2736,4,576,1251,42.356,33.02,1,3,1
15254,-117.27,376700,1242,13,5723,4,1140,2450,47.179,33.02,0,2,1
15255,-117.26,278300,346,18,2229,4,352,1088,63.525,33.04,1,3,1
15256,-117.26,269600,450,16,3109,4,453,1433,66.319,33.04,1,3,1
15257,-117.24,147600,663,13,3498,4,618,1412,3.212,33.04,1,5,1
15258,-117.25,324600,493,6,3416,4,467,1319,69.326,33.03,1,3,1
15259,-117.27,215800,311,25,1787,4,311,1108,39.826,33.03,1,5,1
15260,-117.27,148700,443,16,2240,4,416,1104,35.313,33.03,1,5,1
15261,-117.26,369800,759,9,4632,4,685,1724,63.712,33.02,0,3,1
15262,-117.27,220900,499,19,2899,4,512,1356,4.87,33.03,1,5,1
15263,-117.27,286100,340,21,2144,4,344,928,5.798,33.02,1,5,1
15264,-117.29,3e+05,338,28,1146,4,292,672,31.667,33.05,1,5,1
15265,-117.28,252700,928,12,4459,4,888,2471,35.179,33.04,1,2,2
15266,-117.27,214600,392,27,1839,4,404,1302,3.55,33.04,1,5,1
15267,-117.29,286900,555,30,2750,4,520,1281,47.333,33.04,1,5,1
15268,-117.33,314300,321,31,1171,4,267,603,28.611,33.03,1,5,1
15269,-117.3,295100,426,14,2670,4,407,1034,64.247,33.07,1,3,1
15270,-117.29,346700,515,18,3225,4,476,1463,57.787,33.08,1,3,1
15271,-117.27,342400,447,7,2949,4,426,1335,60.922,33.08,1,3,1
15272,-117.29,338700,335,20,2110,4,325,1008,61.509,33.06,1,3,1
15273,-117.28,245800,1022,8,4172,4,941,2585,40.118,33.06,1,2,2
15274,-117.27,367100,733,7,3686,4,672,1612,3.197,33.06,0,5,1
15275,-117.27,122400,808,15,3333,4,737,1371,29.083,33.05,1,5,1
15276,-117.3,343200,527,24,2628,4,520,1389,4,33.08,1,5,1
15277,-117.34,357100,518,17,2718,4,403,815,43.182,33.06,1,3,1
15278,-117.31,369400,534,21,2035,4,467,948,32.984,33.07,1,3,1
15279,-117.3,284800,765,16,3147,4,690,2165,35.585,33.07,1,2,1
15280,-117.3,276300,511,24,2171,4,442,870,3.194,33.06,1,5,1
15281,-117.3,290000,520,31,2128,4,485,1049,4.027,33.06,1,5,1
15282,-117.3,331300,458,34,1797,4,391,775,32.308,33.05,1,5,1
15283,-117.33,281300,2041,11,10923,4,1858,4773,40.791,33.17,0,4,3
15284,-117.34,243700,458,31,2851,4,467,1286,45.694,33.16,1,5,1
15285,-117.33,245500,552,29,3559,4,545,1533,40.585,33.16,1,5,1
15286,-117.32,262100,2212,15,13245,4,2060,5495,54.904,33.15,0,4,3
15287,-117.32,354000,527,25,2670,4,461,936,27.717,33.12,1,5,1
15288,-117.31,500001,446,15,2392,4,421,747,35.341,33.1,0,3,1
15289,-117.29,183000,105,4,617,4,105,224,39.205,33.13,1,5,1
15290,-117.31,188100,1703,7,7974,4,1550,2904,41.282,33.11,0,2,2
15291,-117.29,168800,322,4,1380,4,286,755,47.961,33.12,1,5,1
15292,-117.29,259800,1018,6,6091,4,957,2064,51.837,33.1,0,2,1
15293,-117.28,267900,422,13,2644,4,399,1197,65.338,33.1,1,3,1
15294,-117.35,185600,1341,16,4595,4,1197,2849,2.478,33.17,0,2,2
15295,-117.34,187500,277,24,1006,4,246,610,2.25,33.16,1,5,1
15296,-117.34,178500,1423,19,5710,4,1406,4163,30.306,33.15,0,2,2
15297,-117.35,500001,305,22,1331,4,193,580,3.975,33.16,0,5,1
15298,-117.35,206300,515,10,1684,4,449,902,37.891,33.16,1,5,1
15299,-117.34,283300,1140,17,4505,4,1062,2111,33.536,33.15,0,2,2
15300,-117.36,181800,1153,26,5550,4,1058,2372,25.509,33.18,0,2,2
15301,-117.36,185400,291,39,1546,4,308,833,28.893,33.18,1,5,1
15302,-117.35,198000,423,36,1977,4,387,812,3.625,33.17,1,5,1
15303,-117.36,500001,442,24,2046,4,367,812,23.182,33.17,0,3,1
15304,-117.37,266700,509,19,1931,4,394,855,26.979,33.18,1,5,1
15305,-117.37,173800,1274,23,4104,4,1187,4729,18.214,33.19,0,2,2
15306,-117.37,208600,453,33,2205,4,439,1138,28.819,33.19,1,5,1
15307,-117.37,192500,382,18,975,4,286,650,19.562,33.19,1,5,1
15308,-117.37,185000,213,38,861,4,204,486,41.875,33.19,1,5,1
15309,-117.38,197900,264,35,928,4,248,538,24.583,33.19,1,5,1
15310,-117.38,313300,1373,14,5039,4,696,1298,3.209,33.14,0,2,2
15311,-117.38,5e+05,1145,26,4123,4,895,1703,19.891,33.19,0,2,1
15312,-117.38,106300,581,17,1877,4,426,1288,19.386,33.2,1,5,1
15313,-117.37,187500,317,19,928,4,319,845,16.318,33.2,1,5,1
15314,-117.38,162500,112,17,353,4,118,359,15.625,33.19,1,5,1
15315,-117.38,184400,386,26,1427,4,317,974,13.903,33.2,1,5,1
15316,-117.36,166100,557,19,1926,4,483,1190,13.269,33.2,1,5,1
15317,-117.36,169900,562,19,2129,4,525,1323,29.539,33.2,1,5,1
15318,-117.36,150800,482,26,2447,4,486,1405,32.917,33.2,1,5,1
15319,-117.35,169700,728,23,3297,4,622,1793,25.754,33.2,1,5,1
15320,-117.35,150300,262,24,1586,4,298,912,4.25,33.21,1,5,1
15321,-117.34,145700,376,23,2062,4,379,1302,40.109,33.21,1,5,1
15322,-117.35,142900,220,32,1251,4,232,700,39.875,33.2,1,5,1
15323,-117.34,216100,1372,12,5963,4,1124,3015,27.386,33.21,0,2,2
15324,-117.35,198100,476,28,2823,4,433,1189,51.733,33.19,1,5,1
15325,-117.34,224500,553,23,3546,4,518,1533,5.276,33.19,1,5,1
15326,-117.33,173600,845,15,3672,4,796,1827,29.716,33.19,1,2,1
15327,-117.34,274100,525,19,3575,4,559,1654,57.409,33.19,1,3,1
15328,-117.29,153800,634,5,3109,0,578,1823,31.875,33.24,3,5,1
15329,-117.3,98500,791,13,3619,0,806,1759,2.765,33.23,3,5,1
15330,-117.32,169300,604,24,2580,4,569,982,16.402,33.23,1,5,1
15331,-117.31,162400,288,6,1580,0,265,792,40.469,33.24,3,5,1
15332,-117.32,108900,1039,15,4784,4,986,1810,24.375,33.22,1,2,2
15333,-117.33,91200,602,21,2868,4,559,855,27.846,33.22,1,5,1
15334,-117.32,91700,232,16,1057,4,221,316,27.417,33.22,1,5,1
15335,-117.33,85800,300,17,1246,4,288,424,22.882,33.21,1,5,1
15336,-117.3,184100,2988,4,14960,4,2612,6666,37.568,33.22,0,4,3
15337,-117.31,215500,3753,11,20944,4,3441,8738,43.762,33.19,0,4,5
15338,-117.29,157300,461,16,2150,4,407,1428,24.754,33.2,1,5,1
15339,-117.31,87700,430,16,1835,4,399,599,20.147,33.18,1,5,1
15340,-117.29,151600,1233,18,6235,4,1162,4127,30.704,33.19,0,2,2
15341,-117.28,152100,854,20,4835,4,834,2983,43.428,33.2,1,2,2
15342,-117.37,125600,482,35,2204,4,462,1435,3.676,33.22,1,5,1
15343,-117.35,189800,287,4,1837,4,277,934,38.958,33.23,1,5,1
15344,-117.35,117100,606,18,2971,4,493,2051,2.675,33.21,1,5,1
15345,-117.38,103300,367,31,1502,4,342,1514,26.442,33.21,1,5,1
15346,-117.37,99600,311,29,1315,4,306,1425,20.272,33.2,1,5,1
15347,-117.28,150700,1040,13,6131,0,940,4049,38.156,33.28,3,2,2
15348,-117.25,359000,351,14,2513,0,357,1151,63.054,33.3,3,3,1
15349,-117.26,173900,798,9,4609,0,746,2582,43.429,33.26,3,2,2
15350,-117.3,133800,275,23,1678,0,264,1227,41.713,33.26,3,5,1
15351,-117.3,131000,419,22,2329,0,381,1456,37.933,33.25,3,5,1
15352,-117.31,102300,764,14,3483,0,687,2140,3.125,33.25,3,5,1
15353,-117.31,97100,630,13,3075,0,674,1843,28.558,33.25,3,5,1
15354,-117.32,186900,420,7,2499,0,398,1314,4.85,33.25,3,5,1
15355,-117.32,170900,1523,7,8206,0,1423,4399,36.301,33.25,0,2,2
15356,-117.34,141000,757,11,3737,4,727,2212,31.062,33.23,1,2,1
15357,-117.33,155600,592,15,2919,4,579,1130,25.872,33.23,1,5,1
15358,-117.33,127900,416,15,1905,4,388,1258,3.33,33.23,1,5,1
15359,-117.33,143400,881,13,4543,4,870,2298,29.386,33.24,1,2,2
15360,-117.42,134400,4819,14,25135,0,4769,35682,25.729,33.35,0,4,4
15361,-117.24,257300,442,17,2866,0,431,1354,45.764,33.34,3,5,1
15362,-117.22,263300,482,16,3165,0,452,1351,4.605,33.36,3,5,1
15363,-117.22,331300,433,12,2924,0,394,1193,62.475,33.31,3,3,1
15364,-117.21,325700,817,10,5294,0,810,2312,54.563,33.34,3,2,2
15365,-117.19,314400,488,15,3310,0,460,1104,61.009,33.34,3,3,1
15366,-117.17,189900,679,15,3313,0,564,1022,27.986,33.34,3,5,1
15367,-117.2,295900,1182,12,6358,0,1020,2778,40.357,33.29,3,2,2
15368,-117.17,376800,312,16,1921,0,280,862,51.786,33.28,3,3,1
15369,-117.25,146700,765,16,3536,0,687,2007,3,33.38,3,5,1
15370,-117.24,227000,463,16,2704,0,424,1322,37.857,33.4,3,5,1
15371,-117.23,173200,704,18,3339,0,652,1727,28.393,33.38,3,5,1
15372,-117.24,171200,525,16,2792,0,516,1696,3.668,33.38,3,5,1
15373,-117.25,134400,431,17,1614,0,389,1031,20.956,33.38,3,5,1
15374,-117.25,137300,543,22,2699,0,491,1425,2.375,33.39,3,5,1
15375,-117.26,154600,548,7,2221,0,501,1440,22.368,33.37,3,5,1
15376,-117.25,146900,530,8,1755,0,511,1687,1.995,33.37,3,5,1
15377,-117.24,180900,793,14,4687,0,779,2436,45.391,33.37,3,2,2
15378,-117.24,222600,480,11,2786,0,450,1250,4.5,33.36,3,5,1
15379,-117.25,247000,960,6,3725,0,915,2833,23.214,33.36,3,2,2
15380,-117.34,273300,338,14,1902,0,304,848,55.395,33.46,3,5,1
15381,-117.19,296100,554,16,3031,0,518,1301,40.882,33.41,3,5,1
15382,-117.14,208300,587,17,2889,0,510,1931,38.547,33.39,3,5,1
15383,-117.2,291500,821,14,5392,0,810,2350,50.507,33.38,3,2,2
15384,-117.1,168800,658,19,3518,0,610,2091,32.614,33.36,3,5,1
15385,-116.95,117000,639,16,2921,0,540,1838,22.393,33.31,3,5,1
15386,-117.03,243800,209,14,1088,0,193,601,38.438,33.32,3,5,1
15387,-117.05,267600,312,17,1800,0,281,891,70.177,33.29,3,3,1
15388,-117.05,264700,569,14,3103,0,539,1704,37.644,33.26,3,5,1
15389,-117.12,232800,601,11,3016,0,541,1727,49.375,33.27,3,5,1
15390,-117,419200,313,17,2073,0,221,573,82.531,33.29,3,3,1
15391,-116.98,254100,1002,12,5898,0,945,3129,47.647,33.26,3,2,2
15392,-116.99,250000,539,17,2980,0,505,1531,31.553,33.2,3,5,1
15393,-116.9,234500,773,11,4132,0,703,2012,31.906,33.22,3,2,1
15394,-117.14,281300,829,11,4068,0,500,918,31.272,33.23,3,5,1
15395,-117.11,298100,919,13,5819,0,866,2228,49.335,33.23,3,2,2
15396,-117.08,272200,571,14,3337,0,512,1385,4.15,33.23,3,5,1
15397,-117.2,307300,538,12,4992,0,801,2106,62.079,33.24,3,2,2
15398,-117.15,294600,459,16,2690,0,393,1253,40.328,33.2,3,5,1
15399,-117.2,286400,629,16,4409,0,609,1875,5.543,33.2,3,5,1
15400,-117.22,190800,672,17,3675,0,597,1693,33.882,33.22,3,5,1
15401,-117.22,175000,643,16,2134,0,560,1555,17.217,33.22,3,5,1
15402,-117.22,162500,343,15,1430,0,322,704,19.571,33.22,3,5,1
15403,-117.23,240100,330,26,1991,0,304,1014,43.068,33.24,3,5,1
15404,-117.24,196000,648,13,3756,0,614,1767,40.776,33.23,3,5,1
15405,-117.24,150900,308,21,1718,0,312,1194,34.359,33.23,3,5,1
15406,-117.23,172000,657,13,2899,0,579,1946,29.875,33.23,3,5,1
15407,-117.23,97000,573,18,2334,0,557,962,1.808,33.22,3,5,1
15408,-117.23,148800,729,16,3224,0,608,1036,20.246,33.22,3,5,1
15409,-117.24,162500,334,20,1962,0,349,1173,41.316,33.22,3,5,1
15410,-117.24,151400,626,9,2486,0,525,1938,21.293,33.21,3,5,1
15411,-117.23,164600,108,34,544,0,127,348,4.125,33.21,3,5,1
15412,-117.25,205000,993,6,6160,0,1029,2997,46.187,33.25,3,2,2
15413,-117.27,198500,3933,5,20908,0,3510,9690,41.405,33.23,0,4,5
15414,-117.27,196700,337,5,2283,0,325,999,50.249,33.22,3,5,1
15415,-117.27,90800,311,16,1420,0,313,470,18.849,33.22,3,5,1
15416,-117.28,98600,542,13,2832,0,531,1065,23.844,33.22,3,5,1
15417,-117.27,177500,996,5,5764,0,1012,3161,44.531,33.21,3,2,2
15418,-117.25,142600,347,26,2010,0,331,1160,39.815,33.22,3,5,1
15419,-117.25,135800,443,19,2167,0,435,1654,3.5,33.22,3,5,1
15420,-117.26,136000,408,26,1906,0,427,1325,30.197,33.21,3,5,1
15421,-117.28,175600,261,11,1472,4,285,1012,4.21,33.2,1,5,1
15422,-117.27,150700,379,23,2145,0,404,1360,42.054,33.2,3,5,1
15423,-117.26,121900,725,13,3163,0,629,1675,28.214,33.2,3,5,1
15424,-117.27,156900,322,34,1852,0,332,978,43.542,33.2,3,5,1
15425,-117.27,139300,289,8,973,4,209,663,2.724,33.19,1,5,1
15426,-117.28,165800,639,5,2697,4,580,1633,34.456,33.19,1,5,1
15427,-117.25,127200,488,9,1944,0,453,1992,2.066,33.21,3,5,1
15428,-117.24,121700,489,19,1872,0,446,1859,21.875,33.21,3,5,1
15429,-117.24,111300,419,18,1846,0,387,1581,30.982,33.21,3,5,1
15430,-117.24,147500,415,25,1631,0,386,1045,24.505,33.2,3,5,1
15431,-117.24,171700,404,26,1701,0,367,989,25.119,33.2,3,5,1
15432,-117.25,124500,618,22,2361,0,596,1472,20.625,33.2,3,5,1
15433,-117.25,131300,473,10,2050,0,471,1302,27.961,33.2,3,5,1
15434,-117.25,117000,292,13,1203,0,293,1035,26.339,33.21,3,5,1
15435,-117.23,213800,386,21,1934,0,381,861,36.181,33.21,3,5,1
15436,-117.22,198800,828,19,4400,0,735,1901,36.375,33.21,3,2,1
15437,-117.22,205500,277,31,1736,0,292,801,44.844,33.2,3,5,1
15438,-117.23,166000,720,29,3372,0,693,1770,35.109,33.2,3,5,1
15439,-117.23,212500,360,21,2284,0,356,999,48.929,33.2,3,5,1
15440,-117.21,253700,518,22,3337,0,466,1288,5.04,33.2,3,5,1
15441,-117.22,216900,656,16,3004,0,606,1948,27.019,33.19,3,5,1
15442,-117.27,215700,773,4,3371,4,627,1481,29.133,33.18,1,5,1
15443,-117.26,216100,595,4,2342,4,545,1518,29.469,33.19,1,5,1
15444,-117.26,158500,509,2,2629,4,522,1044,42.361,33.19,1,5,1
15445,-117.25,207000,306,18,1891,0,279,830,45.764,33.19,3,5,1
15446,-117.24,159400,351,19,1569,0,352,1035,29.191,33.19,3,5,1
15447,-117.23,192500,447,22,2554,0,422,1147,36.346,33.19,3,5,1
15448,-117.24,200200,565,19,3337,0,554,1646,50.195,33.18,3,5,1
15449,-117.3,182600,1533,6,7880,4,1460,3760,41.807,33.17,0,2,2
15450,-117.32,239000,299,18,2143,4,283,828,42.383,33.17,1,5,1
15451,-117.31,283900,312,7,2349,4,282,809,5.552,33.17,0,5,1
15452,-117.31,247800,894,4,5846,4,801,2282,55.956,33.16,1,2,1
15453,-117.31,224400,263,17,1704,4,281,781,56.605,33.16,1,5,1
15454,-117.29,111400,792,15,3780,4,721,1632,27.644,33.18,1,5,1
15455,-117.29,160600,176,17,821,4,168,436,31.667,33.18,1,5,1
15456,-117.28,157300,591,16,3002,4,538,842,21.205,33.18,1,5,1
15457,-117.28,178100,118,14,676,4,126,384,62.096,33.18,1,5,1
15458,-117.26,225600,793,9,4540,4,746,2235,45.781,33.18,1,2,1
15459,-117.27,244900,4135,4,23915,4,3958,10877,46.357,33.15,0,4,5
15460,-117.29,87500,445,11,2560,4,448,952,40.625,33.15,1,5,1
15461,-117.24,237500,1874,4,9998,0,1672,3925,42.826,33.17,0,2,2
15462,-117.22,135700,362,6,1487,0,322,810,3.625,33.17,3,5,1
15463,-117.23,228100,625,4,3066,4,582,1164,4,33.16,0,5,1
15464,-117.23,214500,946,2,4624,4,808,2091,36.736,33.16,1,2,2
15465,-117.22,183900,886,13,4273,0,801,2328,33.444,33.18,3,2,2
15466,-117.21,163800,361,16,1787,0,362,1446,3.75,33.17,3,5,1
15467,-117.21,218500,612,21,3765,0,593,1722,48.152,33.19,3,5,1
15468,-117.19,209700,722,7,3561,0,657,1921,41.128,33.18,3,5,1
15469,-117.21,196000,698,13,2937,0,579,1246,26.487,33.16,3,5,1
15470,-117.2,91600,1137,13,4503,0,1091,3094,23.159,33.16,3,2,2
15471,-117.2,199000,864,11,4091,0,765,1927,30.139,33.15,3,2,2
15472,-117.2,139200,414,19,2025,0,403,1663,38.147,33.14,3,5,1
15473,-117.22,210400,848,5,4576,4,705,2314,50.123,33.14,1,2,1
15474,-117.21,163300,954,12,4839,0,952,1708,28.586,33.14,3,2,2
15475,-117.21,132800,368,15,1889,4,409,754,22.278,33.13,1,5,1
15476,-117.17,214300,115,25,596,0,137,426,30.221,33.18,3,5,1
15477,-117.18,159900,1206,15,5923,0,1006,3943,31.793,33.16,3,2,2
15478,-117.15,158500,962,5,4750,0,905,2726,35.839,33.16,3,2,2
15479,-117.14,202700,538,16,1660,0,214,733,56.874,33.16,3,5,1
15480,-117.13,193200,381,15,2241,0,390,997,34.833,33.15,3,5,1
15481,-117.14,168400,182,17,1149,0,192,702,55.696,33.15,3,5,1
15482,-117.14,174600,198,16,1129,0,178,758,50.346,33.15,3,5,1
15483,-117.15,158900,208,15,1070,0,217,470,23.062,33.14,3,5,1
15484,-117.13,172600,671,16,3907,0,663,1759,31.776,33.15,3,5,1
15485,-117.13,170700,278,16,1649,0,277,993,48.526,33.14,3,5,1
15486,-117.13,171400,539,5,2618,0,512,1320,41.053,33.14,3,5,1
15487,-117.12,163600,272,16,1710,0,267,1025,41.641,33.14,3,5,1
15488,-117.12,172600,408,12,2363,0,396,1211,38.967,33.14,3,5,1
15489,-117.13,153900,456,12,2258,0,433,1147,40.495,33.14,3,5,1
15490,-117.19,92000,923,12,3652,0,728,1677,23.267,33.14,3,5,1
15491,-117.18,117500,1683,7,6225,0,1580,5410,2.32,33.15,0,2,2
15492,-117.21,168000,596,19,3068,4,554,912,3.775,33.13,1,5,1
15493,-117.2,247800,736,18,4372,4,675,1473,51.194,33.12,1,5,1
15494,-117.21,258900,689,4,3261,4,561,926,43.672,33.12,1,5,1
15495,-117.18,279900,601,16,3470,4,552,1197,51.814,33.11,1,3,1
15496,-117.25,255800,1437,8,8552,4,1323,3335,5.311,33.12,0,2,2
15497,-117.24,240300,545,10,3487,4,557,1410,60.336,33.11,1,3,1
15498,-117.23,237400,291,4,1862,4,248,685,7.745,33.1,1,5,1
15499,-117.25,171900,720,14,3676,4,614,1176,39.464,33.1,1,5,1
15500,-117.26,500001,407,22,2398,4,169,349,70.423,33.09,1,3,1
15501,-117.26,227100,761,13,3730,4,603,1335,41.667,33.09,1,5,1
15502,-117.23,279600,855,7,5320,4,768,2015,63.373,33.09,0,2,1
15503,-117.25,340300,465,13,3651,4,435,1311,75.402,33.08,1,3,1
15504,-117.25,285200,1012,14,7208,4,1014,3097,6.617,33.08,0,2,2
15505,-117.26,299600,814,12,5080,4,716,1958,53.905,33.08,1,2,1
15506,-117.09,129900,1442,9,5685,0,1250,3773,30.426,33.13,3,2,2
15507,-117.08,154200,250,15,1497,0,239,827,43.846,33.14,3,5,1
15508,-117.08,160900,292,11,1430,0,294,921,42.357,33.14,3,5,1
15509,-117.07,160600,429,16,2546,0,408,1683,47.426,33.14,3,5,1
15510,-117.07,157700,297,17,1893,0,287,936,51.842,33.15,3,5,1
15511,-117.06,147500,379,24,2155,0,360,1158,47.941,33.15,3,5,1
15512,-117.11,222400,488,15,3154,0,429,1656,50.461,33.19,3,5,1
15513,-117.03,212800,886,17,5391,0,830,2732,51.771,33.18,3,2,2
15514,-117.06,174800,974,4,5465,0,950,2844,44.477,33.17,3,2,2
15515,-117.1,183800,412,12,2465,0,428,1226,54.819,33.17,3,5,1
15516,-117.08,206700,1030,11,6341,0,977,2697,48.554,33.16,3,2,2
15517,-117.07,180400,522,15,2994,0,503,1231,32.024,33.15,3,5,1
15518,-117.08,156800,494,19,2629,0,503,1444,35.462,33.14,3,5,1
15519,-117.09,137500,865,13,3958,0,840,1981,34.764,33.15,3,2,2
15520,-117.07,135300,1632,17,6817,0,1474,4526,26.152,33.13,3,2,2
15521,-117.07,137500,165,33,555,0,176,612,21.786,33.13,3,5,1
15522,-117.06,137200,674,27,3819,0,717,2447,38.185,33.14,3,5,1
15523,-117.05,98500,2035,20,7746,0,1838,5370,23.762,33.13,0,2,2
15524,-117.04,150000,2888,15,13814,0,2789,6583,28.247,33.15,0,4,3
15525,-117.05,136300,1166,16,4552,0,1051,2737,2.25,33.14,3,2,2
15526,-117.06,143500,2114,12,8742,0,1957,4854,28.015,33.13,0,4,3
15527,-117.08,113700,2628,17,8466,0,2267,7014,21.437,33.13,0,4,3
15528,-117.08,137500,44,43,107,0,48,107,0.7054,33.12,3,5,1
15529,-117.11,191100,1407,14,8374,0,1295,2916,47.019,33.15,0,2,2
15530,-117.1,161100,685,5,3159,0,581,1398,31.467,33.15,3,5,1
15531,-117.12,182800,464,7,2810,0,457,1564,44.655,33.15,3,5,1
15532,-117.14,199800,974,11,5546,0,970,2300,37.109,33.18,3,2,2
15533,-117.1,159500,2576,7,10665,0,2424,4917,23.171,33.14,0,4,3
15534,-117.11,190500,636,10,3208,0,582,1395,34.455,33.14,3,5,1
15535,-117.14,264000,1032,7,6126,0,923,2662,49.005,33.12,3,2,2
15536,-117.13,80000,652,17,3164,0,699,1123,2.082,33.13,3,5,1
15537,-117.11,2e+05,13,46,52,0,13,59,3.875,33.12,3,5,1
15538,-117.1,275000,342,12,961,0,201,315,0.813,33.12,3,5,1
15539,-117.11,132400,627,17,2641,0,647,1167,22.875,33.11,3,5,1
